Cost,ChargingPoints,PayAtLocation,MembershipRequired,AccessKeyRequired,IsOperational,Latitude,Longitude,Operator,ConnectionType,PowerOutput,CurrentType,ChargingPoints_Flag,PopulationDensity,DistanceToHighway,DailyTrafficVolume,NearbyRestaurants,NearbyShoppingCenters,ParkingCapacity,LandUseType,MedianIncome,ClimateZone,PeakHours,AvgChargingDuration,DailyUtilizationRate,WeeklyPeakDay,InstallationDate,MostCommonEVModel,AvgBatteryCapacity,MaxChargingSpeed
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9584508,145.0534948,ChargePoint,Unknown,,Unknown,1,3513.9942556739693,2.24256825435728,12178,9,0,19,Residential,71173.22312114145,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",48.641935932480095,0.42557377161702725,Monday,2019-11-11 15:43:26.896551724,Polestar 2,64.1573788163561,16.80088105781843
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.5212508,151.3749048,Tesla Motors,Unknown,,Unknown,1,3594.281508610682,0.7071405348974629,19134,7,2,14,Industrial,78972.53427777188,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",57.034569133621886,0.5448706884114006,Wednesday,2019-08-03 09:24:43.343074228,Hyundai Kona Electric,73.77086733979027,15.88976453318023
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.4075897,150.8812521,ChargePoint,Type 1 (J1772),,Unknown,1,2873.587997625658,1.3648458050812544,17584,9,1,18,Activity Centre,77459.86721433884,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",63.05988243495432,0.4070710979931216,Tuesday,2020-05-06 17:10:08.065458800,Tesla Model 3,67.41701757744394,7.897638920242479
Unknown,4,Unknown,Unknown,Unknown,Unknown,-33.8485098,138.6181952,Tesla Supercharger,Unknown,,Unknown,0,2791.200219644832,2.0502366156140996,15879,9,0,8,Commercial,67154.86287868762,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",44.36277018556204,0.49462114279454794,Monday,2021-09-05 02:20:32.963179440,Tesla Model 3,70.15496948055728,8.697033704383784
Unknown,1,Unknown,Unknown,Unknown,Unknown,-25.197523,133.2007563,NRMA,CHAdeMO,,Unknown,1,2988.639266705802,1.161745828875161,18267,7,2,6,Commercial,69727.65886314711,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",49.82460854183808,0.40368502320095806,Monday,2022-12-07 17:56:25.388661616,Tesla Model 3,66.94753679491531,88.8497494373218
Unknown,8,Unknown,Unknown,Unknown,Unknown,-33.8829291,151.1946269,Tesla Supercharger,Unknown,,Unknown,0,3814.1895934307577,1.2174092955463522,13902,4,1,17,Public Use,76849.01375554498,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",37.16360397183455,0.3371433461305952,Monday,2020-01-31 17:15:11.046171832,Tesla Model Y,78.79557441637168,7.687756147535939
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.8682863,151.2063604,Unknown,Unknown,,Unknown,1,2078.9973587992117,0.3802722658000058,17928,5,1,13,Commercial,65309.44301341139,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",82.08642238292722,0.5412443424246298,Tuesday,2020-08-29 21:52:04.488603160,Tesla Model 3,66.06493423744114,18.849198803079823
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7714237,144.9619656,Chargefox,CHAdeMO,,Unknown,1,2627.426265227495,1.1523625748949013,19185,8,0,17,Activity Centre,69326.92212948597,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",87.23675433415865,0.6066603523468327,Monday,2021-10-15 15:06:25.037989488,Tesla Model 3,60.22207435133249,94.8823773508844
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.4438844,143.8905143,RACV,Type 1 (J1772),,Unknown,0,3095.291264489214,1.5659474450139872,19153,8,1,13,Industrial,69408.50496866208,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",41.010150168311924,0.6002856151936675,Tuesday,2021-12-27 03:50:36.119228528,Hyundai Kona Electric,81.6528563054139,19.938928875147653
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9285142,151.186122,"Tesla, Inc.",Unknown,,Unknown,1,3263.729759993936,0.8487825263848643,11939,4,1,17,Activity Centre,66005.5467345202,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",58.4774756369576,0.5793250714985413,Wednesday,2021-02-21 21:42:49.023962600,Tesla Model Y,73.4558830558904,13.049715913279778
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.9760165,150.8118548,Unknown,Unknown,,Unknown,1,3975.482962982818,2.7805313805449674,17260,4,2,18,Industrial,69468.65953105934,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",88.48392807826454,0.6152760615114752,Wednesday,2022-10-16 11:35:10.344827600,BYD Atto 3,80.64469976539071,11.151695527502332
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9505279,145.080672,ChargePoint,Unknown,,Unknown,1,2921.9466018357884,2.329141612318962,11338,3,0,9,Residential,77943.83255534562,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",30.732357809994586,0.5900595976451242,Tuesday,2021-04-29 00:51:20.303915840,MG ZS EV,60.153185039669005,8.226729205833225
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9214395,145.1577067,ChargePoint,Unknown,,Unknown,1,3566.6787897821773,1.7178659005662225,17551,6,1,19,Activity Centre,82997.23949792549,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",66.8055597589426,0.30835061891318144,Wednesday,2021-02-11 05:43:22.688486272,Tesla Model 3,70.49101682626346,16.18757010206111
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8748303,145.165502,ChargePoint,Unknown,,Unknown,1,2243.0873424737724,2.2306278657718535,19420,4,1,15,Commercial,78575.7059321486,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",83.83710972335311,0.37133184587615675,Tuesday,2021-10-04 23:06:58.702513152,Tesla Model Y,69.56411000743356,12.383922657654264
Unknown,4,Unknown,Unknown,Unknown,Unknown,-38.1433232,144.3612324,Unknown,Unknown,,Unknown,0,3848.663512993176,0.13966977299363403,13591,6,0,9,Mixed Use,72076.6217616264,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",43.78194944734524,0.560830796462791,Tuesday,2020-09-17 01:03:07.258912920,Hyundai Kona Electric,69.04101171353405,19.868153162540867
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.1375197,148.1726877,NRMA,Unknown,,Unknown,1,3303.8875858312667,2.885430467687943,10284,3,0,8,Mixed Use,74170.26791057,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",45.55626759178474,0.6813366065662695,Tuesday,2022-04-22 10:08:29.175920528,MG ZS EV,83.55100913620245,16.479776647513503
Unknown,3,Unknown,Unknown,Unknown,Unknown,-33.5747389,115.8244911,RAC,Unknown,,Unknown,0,2061.8812228759557,2.4664996873325076,6721,4,2,6,Mixed Use,78243.32429868472,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",54.34592007928858,0.4321843231838986,Thursday,2021-04-25 20:03:30.403272944,Tesla Model 3,69.89845741495392,7.251732766316967
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.775569,150.7008205,NRMA,Unknown,,Unknown,1,2147.7205631974584,2.8843936983697667,16054,5,0,13,Commercial,76684.39484277593,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",88.33895156754303,0.3425152044046836,Thursday,2021-07-10 13:35:31.385154880,BYD Atto 3,81.37442633147835,10.485303425529128
Unknown,1,Unknown,Unknown,Unknown,Unknown,-41.4358155,147.1395575,Chargefox,"Type 2 (Socket Only), CHAdeMO",,Unknown,1,3260.4854400849194,1.9891766420829742,13344,5,0,8,Public Use,74600.97997261593,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",60.23147589617659,0.6947357342985037,Friday,2019-09-19 07:46:15.219170076,Tesla Model 3,73.52888484372342,20.744527037451878
Unknown,1,Unknown,Unknown,Unknown,Unknown,-35.7084845,150.1752344,NRMA,CHAdeMO,,Unknown,0,3055.169828660223,2.4436793945339743,5596,3,0,17,Industrial,72170.16505910098,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",86.61662944210129,0.5480586926795454,Thursday,2021-05-13 23:14:33.173582704,Tesla Model Y,78.82125116770597,54.246060565316554
Unknown,1,Unknown,Unknown,Unknown,Unknown,-33.3101932,151.420595,Tesla Supercharger,Unknown,,Unknown,1,2681.903016780418,0.6146123192744252,14874,9,0,17,Industrial,78122.22232872304,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",64.27700384051519,0.4433831748114764,Tuesday,2020-07-06 12:18:56.177673880,Polestar 2,72.19851141204612,12.773160072399394
Unknown,3,Unknown,Unknown,Unknown,Unknown,-37.7237042,144.9209626,Unknown,Unknown,,Unknown,0,3844.798274422119,2.0588000348645656,14667,6,2,9,Residential,66148.72740120994,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",47.68422578663923,0.5143700994895211,Monday,2022-01-05 18:14:05.821157216,Tesla Model 3,68.36919327991723,17.04868428782166
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.7401175,145.0050847,Darebin City Council,Unknown,,Unknown,0,3701.913696158373,0.40472252604926784,7882,4,0,15,Industrial,83709.07268216684,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",72.7996150463525,0.3798764487960222,Thursday,2023-08-12 04:55:24.371712448,Polestar 2,64.55265300239893,16.484145036319674
Unknown,4,Unknown,Unknown,Unknown,Unknown,-37.8160073,144.9597412,RACV,Unknown,,Unknown,0,3302.8753898418922,1.29144251135942,18839,3,0,19,Residential,79423.81053321296,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",87.66031622403176,0.6664667868110258,Monday,2021-06-27 18:24:11.782583296,Tesla Model 3,69.96445772509121,18.659327488124635
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8163799,144.9547665,Alto Hotel,Unknown,,Unknown,0,2059.029042716073,1.8948419066592193,16167,4,2,8,Mixed Use,75688.79331345683,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",36.918780565409484,0.6338204120596878,Friday,2021-01-26 05:44:13.185271776,Hyundai Kona Electric,71.03403489866683,17.376149331196004
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8132556,144.9559119,Unknown,Unknown,,Unknown,1,3040.020729167828,1.8148451374495735,16729,2,1,10,Public Use,69808.54432124905,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",62.30313119321949,0.5492490135835495,Thursday,2021-07-18 00:47:07.819988320,BYD Atto 3,84.00177078802619,16.15158532853015
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.8143461,144.9618065,Unknown,Unknown,,Unknown,0,2487.925551731797,1.4103548701968607,8118,6,1,17,Activity Centre,78593.72993927544,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",69.35654344117569,0.40611918150117715,Tuesday,2021-01-18 18:32:36.750438344,Tesla Model 3,60.29807127648603,11.32515206712541
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.81826,144.9639555,Unknown,Unknown,,Unknown,0,3363.837260333826,1.0613843091922786,7714,7,1,8,Commercial,80424.5507180396,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",42.93229449209881,0.6140958553813972,Monday,2020-06-08 18:44:23.705435424,Tesla Model Y,60.62628941365013,17.20086871938134
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8162175,144.9707936,GreenCo,Unknown,,Unknown,1,2734.4420658320096,0.21272916740585218,6562,9,0,7,Industrial,77568.22283953492,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",35.717555327893216,0.4391712395155236,Tuesday,2023-03-29 17:50:31.911163072,BYD Atto 3,70.03404980852768,10.617301431051521
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8153856,144.9700374,Unknown,Unknown,,Unknown,1,3938.495693630218,1.390704729706454,8571,8,2,7,Mixed Use,81399.30930199688,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",31.226589065234847,0.4212666271329426,Monday,2019-06-21 17:26:58.001168908,MG ZS EV,70.83341149648656,15.465330672516878
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8144864,144.9730784,Unknown,Unknown,,Unknown,1,2282.3034181360827,2.1762928016562086,9269,7,0,18,Public Use,71036.98386896397,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",69.97810709255869,0.6612976948881316,Tuesday,2021-07-29 18:22:30.789012272,Tesla Model 3,69.79603779876933,13.619645261003802
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.8125596,144.9695662,Secure Parking,Unknown,,Unknown,0,3896.1736131643497,0.3746821309728102,10626,6,1,10,Activity Centre,77374.84468313874,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",59.76454147843043,0.6843986708293177,Tuesday,2019-10-10 15:45:07.890122736,BYD Atto 3,82.06602388761225,19.096302832156823
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.813368,144.9681379,QT,Unknown,,Unknown,1,3540.947428606522,0.9680834368501612,7249,4,2,6,Public Use,74743.27189747407,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",57.08666027258855,0.5906869332579724,Wednesday,2019-01-25 12:46:42.571595558,Tesla Model 3,77.59487866145126,19.845346433649304
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.6490505,145.6858267,Unknown,Type 2 (Socket Only),,Unknown,1,2161.3278278684406,2.5349103976423333,18989,8,1,8,Commercial,73245.34995686749,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",45.5191975977967,0.6748299585153865,Wednesday,2020-12-12 10:34:34.576271192,Tesla Model Y,62.21976692731767,16.259979215332628
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.9430275,145.1184356,Unknown,Unknown,,Unknown,1,2052.056388235233,1.1731092073338332,15608,3,1,14,Commercial,71719.23857552801,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",78.61636885915188,0.441382443144349,Monday,2022-06-05 03:42:11.151373472,Tesla Model 3,70.13861358366245,21.992119389689893
Unknown,2,Unknown,Unknown,Unknown,Unknown,-38.0870252,145.279579,Evie Networks,CHAdeMO,,Unknown,0,2792.002773936169,2.93369709586771,7573,4,0,9,Commercial,71758.38753314517,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",34.05836675775106,0.3149437032052644,Wednesday,2023-02-01 05:05:30.333138528,Tesla Model 3,79.57662795770048,75.81826638252397
Unknown,2,Unknown,Unknown,Unknown,Unknown,-28.636313,153.553519,NRMA,CHAdeMO,,Unknown,0,2738.317128527931,0.42689383972290557,12280,2,2,9,Industrial,84040.01073723176,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",83.1517088251561,0.34560743875096184,Monday,2023-04-24 08:13:11.116306256,Hyundai Kona Electric,78.40580078166445,74.7150875667036
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8188089,144.9426093,Unknown,Unknown,,Unknown,1,2554.4564945432458,2.2810694668236584,19730,3,2,9,Activity Centre,74592.34702239369,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",45.98486971784746,0.5275350255704873,Thursday,2020-09-23 10:38:47.060198720,Tesla Model Y,66.05564150463867,8.935570587012595
Unknown,2,Unknown,Unknown,Unknown,Unknown,-35.7175328,147.317755,NRMA,CHAdeMO,,Unknown,0,3021.405028950721,0.6963779905076724,13353,8,0,14,Activity Centre,80017.18877908822,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",68.86732080452933,0.5112628758183534,Monday,2023-10-22 16:03:38.819403872,Tesla Model 3,71.4723761013465,78.80789627577803
Unknown,2,Unknown,Unknown,Unknown,Unknown,-33.7965055,151.1833566,EVLink,Unknown,,Unknown,0,2803.4385250280875,0.4649877222755895,16088,9,1,10,Mixed Use,69999.01201196879,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",74.20454613349642,0.6536120439361828,Thursday,2023-03-21 05:02:58.842782000,MG ZS EV,61.74228272070949,10.182664119484649
Unknown,1,Unknown,Unknown,Unknown,Unknown,-36.0283814,146.8959075,Unknown,Unknown,,Unknown,1,3006.623746084593,1.394863806627261,9514,8,1,17,Public Use,77886.4492809372,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",84.0519413099073,0.5497950050828687,Thursday,2020-03-07 23:37:16.586791352,BYD Atto 3,64.7446047867886,17.041625415116616
Unknown,2,Unknown,Unknown,Unknown,Unknown,-26.4170901,152.9114294,Yurika,"Type 2 (Socket Only), CHAdeMO",,Unknown,0,3426.7428200911986,2.0794298367447372,13129,5,0,9,Activity Centre,70879.84954716708,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",63.23175424606522,0.37016921779213613,Thursday,2021-09-16 19:55:55.932203392,Hyundai Kona Electric,68.86096265741793,11.915250180941603
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8098361,144.9692983,Unknown,Unknown,,Unknown,0,3308.631182698868,1.1081210016392093,8312,8,2,6,Residential,81641.63422561325,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",80.9994228192216,0.5300353820047242,Wednesday,2022-04-09 14:57:09.573348928,BYD Atto 3,75.33708897176298,9.791039235064654
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8101221,144.970523,Secure Parking,Unknown,,Unknown,1,3918.25203560299,2.2035845802569582,7491,5,1,12,Mixed Use,77199.19301169377,Temperate Oceanic (Cfb),"07:00-09:00, 17:00-19:00",51.949771424721476,0.4792495582795201,Thursday,2022-06-06 05:18:07.784921104,MG ZS EV,80.3524344946245,17.38558086004751
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8055148,144.9633222,Arrow on Swanston,Unknown,,Unknown,1,3690.083714838386,0.4631369386655714,18465,9,2,14,Activity Centre,82574.90495738716,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",41.19759162288886,0.642625096230188,Tuesday,2023-03-13 17:51:22.407948576,Hyundai Kona Electric,65.05300708343799,9.458090320418354
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8022448,144.9669687,Unknown,Unknown,,Unknown,1,2114.033994130761,0.13976574964327373,10486,7,0,9,Public Use,67097.40999703456,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",31.182444613411803,0.6405511650513214,Thursday,2022-03-26 18:09:53.337229696,BYD Atto 3,68.39286487175745,15.164631681479255
Unknown,2,Unknown,Unknown,Unknown,Unknown,-37.8044709,144.9733535,Melbourne Museum,Unknown,,Unknown,0,2904.3937181581286,2.9556842782367205,7872,7,1,19,Commercial,67127.22271281856,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",44.39124225548895,0.30281508528468115,Wednesday,2019-01-12 17:35:22.969023962,Tesla Model 3,77.68456138219614,11.739284701325925
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8014314,144.9427005,Jet Charge,Unknown,,Unknown,0,2761.343903739697,2.581492326767295,14853,3,2,18,Mixed Use,83926.89155417612,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",74.06068376922396,0.6092665156813748,Monday,2019-09-23 14:10:01.753360608,Tesla Model 3,65.39936434519399,11.925369936991666
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.812617,144.939222,The District Docklands,Unknown,,Unknown,0,3291.6988581185633,1.8198578083661567,13133,5,2,12,Commercial,78169.71969202081,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",52.55357962546303,0.3869750458865196,Wednesday,2022-12-16 06:43:58.457042672,Tesla Model 3,72.9257072976206,20.341166592961628
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8129804,144.9370084,The District Docklands,Unknown,,Unknown,1,3764.3361933785095,0.474989147874704,9318,5,0,18,Industrial,65906.23232796152,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",45.71436846740271,0.5205035712611735,Wednesday,2021-01-12 08:56:56.949152544,Hyundai Kona Electric,78.10627118022201,14.80860219767708
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8100036,144.9509974,Flagstaff City Inn,Unknown,,Unknown,1,2391.1088654354467,0.48639880791191076,19405,6,2,11,Public Use,83449.3062256492,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",79.5725660593025,0.4384466786443903,Monday,2022-12-04 13:08:35.488018704,Hyundai Kona Electric,66.83024494325348,11.14762371411921
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8319526,144.9607646,Unknown,Unknown,,Unknown,1,2196.415491056688,2.2778468870487463,18719,7,1,16,Activity Centre,73887.50340358193,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",86.24820425326757,0.493021215143029,Monday,2021-05-31 00:49:39.310344832,Tesla Model 3,80.7010570882623,11.5194826212064
Unknown,1,Unknown,Unknown,Unknown,Unknown,-37.8322063,144.9692208,Unknown,Unknown,,Unknown,1,3752.5622611813974,1.6694581609621044,12319,3,0,19,Commercial,74210.87392834191,Temperate Oceanic (Cfb),"08:00-10:00, 17:00-19:00",36.070812874228,0.3481976603092162,Thursday,2019-02-21 04:45:18.410286382,Hyundai Kona Electric,77.48270431223601,17.617252939431587
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.2998125,145.1705033,Unknown,Unknown,,Unknown,1,2388.7513052899612,1.6081168266624883,13260,6,0,18,Commercial,77942.83874977737,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",53.34731253496138,0.6816466063088457,Tuesday,2023-11-26 20:49:47.726475744,BYD Atto 3,62.822731259677155,20.007882045247406
Unknown,1,Unknown,Unknown,Unknown,Unknown,-30.9786335,150.2519137,NRMA,Unknown,,Unknown,1,2152.1806170151435,1.6607437159595666,5113,3,1,18,Activity Centre,84492.86727687674,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",59.34614221900903,0.31206697578292136,Thursday,2019-05-31 09:28:05.330216248,Tesla Model 3,79.54986186776553,18.464647985340914
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.2661166,144.5220013,Geelong Regional Libraries,Unknown,,Unknown,1,3413.9054904502445,1.796235815062786,10465,6,1,17,Activity Centre,67364.13238092528,Temperate Oceanic (Cfb),"07:00-09:00, 16:00-18:00",36.88576991202145,0.44206299340215605,Thursday,2023-07-28 06:32:11.502045600,BYD Atto 3,77.30154010934764,21.739193557638806
Unknown,1,Unknown,Unknown,Unknown,Unknown,-38.184512,146.2375699,Chargefox,Unknown,,Unknown,1,2258.287697597646,1.8275832647743713,12283,9,0,18,Industrial,78853.40602127564,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",63.923844662693476,0.6188422458671483,Tuesday,2022-01-18 13:25:25.423728816,Tesla Model Y,77.49311587699853,20.154904115110998
Unknown,1,Unknown,Unknown,Unknown,Unknown,-34.18882,142.162711,NRMA,CHAdeMO,,Unknown,1,3388.6356752888673,1.9641263770188537,11772,5,0,18,Mixed Use,77303.78645911827,Temperate Oceanic (Cfb),"08:00-10:00, 16:00-18:00",39.75695713657008,0.6719159977658289,Thursday,2019-09-24 15:45:58.386908244,Tesla Model Y,84.49125546041279,88.89424408381511
