ID,Title,Latitude,Longitude,AccessComments,WheelchairAccess,Connectors,City
202146,GET Electric Head Office,-37.83334808033666,144.92004965602666,,N/A,1,Port Melbourne
189748,Brunswick EV Hub,-37.77388003814904,144.961800631472,,N/A,2,Brunswick
272533,David Street Car Park,-37.771645139851486,144.96173089792444,,N/A,1,Brunswick
272532,RMIT Brunswick,-37.7716796666272,144.95818485880557,,N/A,1,Brunswick
272534,Fleming Park,-37.769132479580406,144.9747860386588,,N/A,2,Brunswick East
210900,The Parade Ascot Vale Car Park,-37.772547,144.915133,,N/A,4,Ascot Vale
150039,Moonee Ponds,-37.765834,144.923586,,N/A,1,
272531,Moonee Ponds Central,-37.76583087874345,144.92352649174768,,N/A,2,Moonee Ponds
60416,St Kilda Town Hall,-37.8682677,144.9895699,Enter car park 2 hr free parking. You will need a Type 2 cable and BetterPlace swipe card or key fob.,N/A,2,St Kilda
210952,Swinburne University - TC Building,-37.820026,145.040303,,N/A,2,Hawthorn
270936,City of Stonnington,-37.8558376330929,145.0295635713096,,N/A,2,Malvern
210953,Malvern Central,-37.862429,145.027453,Parking Level: 2,N/A,4,Armadale
189747,Coburg Civic Centre / Moreland City,-37.74104152020631,144.9701497464091,,N/A,3,Coburg
210937,Coburg Town Hall / Moreland City,-37.74066654517114,144.96967301950258,,N/A,1,Melbourne
155292,Camberwell Supercharger,-37.828482,145.056346,,N/A,1,Camberwell
270903,Monash Caufield,-37.87609755140018,145.0437890823424,,N/A,2,Malvern East
210902,Bayside Gateway,-37.900527,145.00702,,N/A,2,Brighton East
272561,Austin Tower Carpark Level B1,-37.75745813437603,145.05918510936715,,N/A,2,Heidelberg
189745,Coburg North EV Fast Charge,-37.71893760420672,144.9615007076203,,N/A,2,Coburg North
190043,Oak Park Sports & Aquatic Centre,-37.7234502505038,144.92111987538624,,N/A,2,Oak Park
270994,Bayside Willansby Ave,-37.90610169777272,145.00363488616335,,N/A,4,Brighton
272562,Woolworths Heidelberg,-37.75910544295768,145.06876762326635,,N/A,8,Heidelberg
300148,Tesla Supercharger Brighton East,-37.907528089556905,145.01117779850802,,N/A,1,Brighton East
308228,Toyota Altona,-37.832781169763166,144.82753568527227,,N/A,2,Altona
189744,CB Smith Reserve,-37.70252995850394,144.9695198384195,,N/A,2,Fawkner
210898,Hobsons Bay Civic Centre,-37.864138,144.829593,"Cannot be seen from the main road. Drive to the car park at the back of the council building, next to Altona Bowling Club.",N/A,2,Altona
157608,Chargefox Airport West,-37.71364567547256,144.88569078594128,,N/A,5,Airport West
272568,Chadstone Shopping Centre,-37.884974305769425,145.08243117285895,,N/A,6,
273534,ENGIE - Chadstone,-37.884370226319035,145.08316779641655,,N/A,2,Chadstone
307775,ENGIE - Chadstone 2,-37.88820940951108,145.08494077130194,,N/A,1,Chadstone
300155,Tesla Supercharger Campbellfield,-37.68912458660884,144.95662465559099,,N/A,1,Campbellfield
210897,Ampol Foodary Altona North,-37.846404,144.808531,,N/A,2,Altona North
300147,Bridge Street,-37.94495495500977,145.00192929573643,,N/A,2,Hampton
300149,Telsa Supercharger Box Hill,-37.837816422984424,145.1346849142019,,N/A,1,Box Hill South
308229,Evie Glen Gala Village,-37.79308442111111,144.7896023171707,,N/A,2,Sunshine West
302397,Miller Grove,-37.875016711913474,145.128081929617,,N/A,1,
210896,Keilor Central,-37.726166090249,144.80818393376683,"Enter site via Taylors Rd, past the roundabout, follow around to the back centre, chargers are located behind the Coles loading dock.",N/A,4,Keilor Downs
308596,Tesla Supercharger Oakleigh Repair Centre,-37.91568317695367,145.10327868938475,,N/A,1,Oakleigh South
193377,Bayside Council,-37.95937215569076,145.01794753966965,,N/A,7,Sandringham
308595,Jolt Cheltenham,-37.95675410011873,145.0413433811873,,N/A,2,Cheltenham
189750,Uni Hill Town Centre,-37.682971406829196,145.07101659256762,,N/A,4,Bundoora
126711,Greensborough Plaza,-37.7021622916574,145.102334661124,,N/A,2,Greensborough
300418,Watermarc Carpark (LG),-37.70397622211952,145.10521824749753,,N/A,1,
131201,Forest Hill Chase Shopping Centre,-37.835025723717706,145.1632775004582,NW corner of Coles. Enter via Pacific Way (west of shopping centre) and turn left into GREEN ground level covered carpark. Make another left turn inside the carpark and you’re there.   Need own cable and Chargefox RFID card!,N/A,1,Forest Hill
190000,Brimbank Shopping Centre,-37.751176222078364,144.77432972140224,,N/A,1,Deer Park
40740,Southland Medical Centre,-37.958611,145.057267,"Southland Medical Center is a general practitioner clinic that offers comprehensive range of medical services.
50 Chesterville Road
Cheltenham
VIC 
3192
Australia",N/A,0,Cheltenham
189741,Research Way - N1 Carpark,-37.90730011409977,145.13207788768955,,N/A,3,
267315,Ampol Derrimut,-37.80519464533884,144.75198926317552,,N/A,2,Derrimut
308594,Jolt Black Rock,-37.97570246970103,145.01742302760965,,N/A,2,Black Rock
210901,BP Northpoint,-37.64768,144.99461,,N/A,1,Epping
272567,Eltham Leisure Centre,-37.72302764419204,145.14217983897862,,N/A,2,Eltham
270909,Engie - The Glen,-37.87707026526765,145.16444504069057,"In the B1 yellow carpark, at the Target/Woolworths/Aldi entrance",N/A,2,Glen Waverley 
210926,BP pulse Diamond Creek,-37.680105,145.123078,,N/A,2,Diamond Creek
308225,BP Pulse,-37.7557555131601,144.7410636793341,,N/A,1,Caroline Springs
189997,Shell Coles Express Taylors Lakes,-37.69674197545634,144.78205236033568,Two 350kW Ultra-Fast Charging Stations. Located behind the car wash car parking area of the Coles Express Service Centre,N/A,2,Taylor Lakes
189036,Watergardens Shopping Centre,-37.69870942833684,144.77527685160192,From 0700-00:00 7 days a week,N/A,1,Sydenham
260229,Point Cook Town Centre,-37.88439995231257,144.73403564973228,,N/A,1,Point Cook
210924,Red Rooster Vermont,-37.831965,145.213612,,N/A,4,Ringwood
190044,Greenvale Woolworths,-37.616202335824184,144.91476338954578,,N/A,1,Roxburgh Park
307774,Ampcharge Sandown,-37.94161999001956,145.16671110078272,,N/A,1,Sandown
267547,Bunnings Tarneit,-37.83430858506595,144.69884313714417,BYO type 2 cable. Near the road entrance at the timber yard end of Bunnings,N/A,1,Tarneit
189635,EastLand Shopping Centre,-37.81312694411209,145.22883198929685,,N/A,1,Melbourne
260420,diamond creek community bank stadium,-37.673614374174896,145.16604356699168,in carpark nearest to stadium entrance,N/A,1,diamond creek
300146,Bay Trail,-38.00841347461177,145.0848841496986,,N/A,2,Moordialloc
210361,Bembit Bagrook Community Centre,-37.82495081827982,144.6818834275545,,N/A,2,Tarneit
259691,Scorseby Engie,-37.91344215822404,145.21852997218298,,N/A,2,
272592,Jolt Bayswster,-37.84108696617519,145.2666187431746,,N/A,2,
210923,Stud Park Shopping Centre,-37.92131128415721,145.23754907301503,,N/A,4,Rowville
273755,Civic Centre,-37.897374392712145,144.67054059560462,,N/A,3,Werribee
308226,Ampcharge Werribee,-37.899759968148494,144.6650849021937,,N/A,1,Werribee
272566,Devon Street Car Park,-37.79675756180921,145.27982712620957,,N/A,2,Croydon
307773,Ampcharge Cheltenham,-37.99571529046778,145.182222569087,,N/A,1,Keysborough
272608,Strata Equity – Hunter Werribee,-37.901930594530896,144.6625784145474,,N/A,3,Werribee
213183,Club Trillium,-37.56509713731276,144.89381606273855,,N/A,1,Mickleham
273431,bp pulse Dandenong North,-37.970797096657705,145.22316104545723,,N/A,1,Dandenong North
189742,Heatherton Road,-37.97128123711468,145.2236965774951,,N/A,2,Dandenong
274586,Ampol Kilsyth,-37.82365941817221,145.2959481777906,,N/A,2,Kilsyth South
259692,Evie Chelsea,-38.054822504708284,145.11600913546908,,N/A,4,Chelsea
308597,Evie Chirnside Park,-37.761143550893365,145.3120760296531,,N/A,2,Chirnside Park
273341,bp pulse Merrifield,-37.53426998045639,144.89828573356567,,N/A,2,Mickleham
260617,Marnong Estate,-37.53036061112412,144.88047325188313,,N/A,1,Mickleham
308227,Lollypop Creek Community Centre,-37.909988077571576,144.61367550280465,,N/A,1,Harpley
189033,Hungry Jacks,-37.58083462151804,144.72450043278604,,N/A,1,Sunbury
272542,Cobblebank Village,-37.7144019574638,144.60143699904745,,N/A,2,
210851,Cobblebank Stadium,-37.71519007650546,144.5996762637954,,N/A,3,Cobblebank
272536,Yarra Valley Nissan,-37.754997221186045,145.3637260206866,,N/A,1,Lilydale
189998,McDonald’s Melton South,-37.7224393461178,144.57233401223442,,N/A,4,Weir Views
270996,Local Village Carrum Downs,-38.088427053571266,145.1825268436774,,N/A,4,Carrum Downs
191900,CTR Whittlesea,-37.51050054135484,145.11840794982265,,N/A,2,Whittlesea
60186,City of Casey,-38.016591,145.292402,,N/A,1,City of Casey
210922,Lynbrook Village,-38.051153,145.256504,,N/A,4,Lynbrook
270934,ENGIE - Bayside Centre,-38.13983274747568,145.12422212753893,,N/A,1,Frankston
210925,Yarra Ranges Council,-37.656879,145.374241,,N/A,2,Yarra Glen
296032,Engie Monash University,-38.15200425352916,145.13493764315962,,N/A,2,Melbourne
300152,Evie Cranbourne Homemaker Centre,-38.08489638497555,145.27849713747787,,N/A,2,Cranbourne
202148,St Huberts Winery,-37.69718697137555,145.40782508992731,,N/A,1,Coldstream
300150,BP Pulse Cranbourne,-38.110286646748186,145.2640707648552,,N/A,2,Cranbourne West
308593,Jolt Berwick Springs Hotel,-38.05976565896848,145.33777518791914,,N/A,2,Berwick
300151,Engie Cranbourne Park,-38.10907515763703,145.28176239248455,,N/A,2,
279191,Wallan,-37.413967109460415,144.9791065326649,,N/A,2,Wallan
270935,ClydeStone Square,-38.09340993256419,145.34171416795755,,N/A,2,Clyde North
295989,Evie Mornington,-38.22449869065465,145.03964281641652,,N/A,3,Mornington
259690,Mornington Super Charger,-38.23466432711377,145.05094693515247,,N/A,1,
308599,RACV Healsville,-37.65071911937986,145.50301488024843,,N/A,2,Healsville
308598,Evie Healsville,-37.65406544922198,145.51428135787194,,N/A,2,Healsville
274328,North Bellarine Aquatic Centre,-38.188088367705056,144.55520001587047,,N/A,4,Curlewis
271062,Victoria Street,-37.42305178823792,144.562626054862,,N/A,2,Macedon
272573,50 Learmonth Street,-38.26770792670353,144.6589785355144,,N/A,4,Queenscliff
308264,Evie Yarra Juncion,-37.78094746065134,145.61331093083584,,N/A,2,Yarra Junction
210929,Kilmore Library,-37.294362,144.952084,,N/A,2,Kilmore
274075,Geelong Supercharger,-38.064796504586276,144.38238251338635,,N/A,1,Corio
210781,Hastings,-38.30823,145.191932,,N/A,2,Hastings
210778,Kingston Village Square,-38.24661134219002,144.54005635897056, Pull in parking,N/A,3,Ocean Grove
210779,Sorrento ,-38.33874299773124,144.73713563519414,,N/A,4,
210780,Rosebud RSL,-38.368575,144.905885,,N/A,3,
273430,bp pulse Rye,-38.37130601612926,144.8277248633259,,N/A,1,Rye
210852,High St Parking,-37.35582370879025,144.52881756976018,,N/A,2,Woodend
307770,Geelong West Veledrome,-38.129239527848746,144.34542725752488,,N/A,1,Geelong West
190790,Bru4U Geelong ,-38.1722195376013,144.36787923669385,business hours Tuesday to Saturday ,N/A,1,Geelong
210928,Broadford Library,-37.20295,145.048954,,N/A,2,Broadford
272569,RACV Solar Grovedale,-38.197594122360314,144.34487185372615,,N/A,1,Grovedale
272570,Blue Tongue Industries,-38.197502248120415,144.34395122104382,,N/A,1,Grovedale
307769,Evie Barabool Heights Plaza,-38.16095627974979,144.30595213669608,,N/A,2,Highton
272572,Armstrong Creek East Community Hub,-38.231759419255376,144.36927996323692,,N/A,3,Armstrong Creek
210777,Leisurelink Aquatic & Recreation Centre,-38.19749674302702,144.3210373885172,,N/A,4,Waurn Ponds
174474,Armstrong Creek Shopping Centre,-38.22890721146294,144.3389741604601,"4 parking bays, 2 sockets. South side of building",N/A,1,Armstrong Creek
272563,Deakin University Waurn Ponds,-38.19671590570452,144.29935439201148,,N/A,2,
307764,Trentham Visitor Information Centre,-37.38857348160439,144.32539419117688,,N/A,2,Trentham
271014,Evie Flinders,-38.474526184383976,145.01862334358879,,N/A,2,Flinders
308263,Evie Bannockburn,-38.04790103443605,144.17035966698813,,N/A,2,Bannockburn
307763,Evie Cowes,-38.4507421042261,145.2404278198406,,N/A,2,Cowes
210774,Kyneton,-37.246931,144.452169,,N/A,2,Kyneton 
271022,Evie Meredith,-37.84437816290739,144.0768346824019,,N/A,2,Meredith
274074,Yea Supercharger,-37.21006161015167,145.4261473877039,,N/A,1,Yea
270910,Penguin Parade Car Park,-38.505470002342136,145.14849508723148,Available betwween sunrise and 3 hours after sunset,N/A,2,Summerlands
210772,RACV Torquay Resort,-38.34015291155737,144.31105080946827,,N/A,8,Jan Juc
273318,Newling Reserve,-38.2451409999477,144.17299786561424,Around left side of building,N/A,1,
270904,Wine by Sam,-37.02797706541075,145.14294410402647,,N/A,2,Seymour
210773,Daylesford Town Hall,-37.342963,144.142175,,N/A,2,Daylesford
273194,Hepburn Springs Bathhouse,-37.31033013058219,144.14010887525797,,N/A,2,Hepburn Springs
210770,Shell Coles Express Warrenheip,-37.564139,143.934273,,N/A,2,Warrenheip 
296033,Evie Warrigul,-38.16759449972774,145.95340965722312,,N/A,2,Warragul
271065,Evie Alexandra,-37.19177622193456,145.71117802098246,,N/A,2,Alexandra
272541,Dindi Naturals,-37.10296645372912,145.61620856939197,,N/A,1,Yarck
307759,Ampol Foodary,-38.24620744489461,143.98330610676584,,N/A,2,Winchelsea
157545,QUT Gardens Point,-27.476902453035308,153.0269055356573,,N/A,2,Brisbane
157547,Secure Park Southpoint,-27.48099182955807,153.0228264563243,,N/A,1,South Brisbane
157531,Secure Park Vulture St,-27.482560362924623,153.02377995082816,Access to this paid carpark is by online booking only.,N/A,1,Brisbane
157551,QUT Kelvin Grove H Block,-27.4532038075587,153.01703431115823,,N/A,2,Kelvin Grove
157548,Secure Park King St,-27.45265445273077,153.03259115103697,This carpark is meant to be for residents and visitors to the nearby shops for up to 1 hour. However there is no boom gate or other sorr of restricted entry/validation system.,N/A,1,Bowen Hills
273437,East Brisbane [bp pulse],-27.479742,153.043682,,N/A,1,East Brisbane
157552,QUT Kelvin Grove Stadium Carpark,-27.44955360175527,153.0170891644923,,N/A,2,Kelvin Grove
