ID,Title,Latitude,Longitude,AccessComments,WheelchairAccess,Connectors,City,Temperature,Humidity,WindSpeed,DayOfWeek,HourOfDay,IsHoliday,DateCollected,CurrentDemand,WeatherMain_Clear,WeatherMain_Clouds,WeatherMain_Rain,TrafficDensity_High,TrafficDensity_Low,TrafficDensity_Medium,Season_Autumn,LagDemand_1hr,LagDemand_2hr,DayOfWeek_Num,TotalDemand
16283,Roe St - City of Perth Parking,-31.94861599999999,115.85699699999998,,N/A,1,Perth,24.69,40,6.69,Wednesday,2,False,2025-04-30,30,True,False,False,False,True,False,True,,,2,30
16285,Citiplace Community Centre Parking,-31.95144307350448,115.86082935333252,,N/A,1,Northbridge,24.69,40,6.69,Wednesday,2,False,2025-04-30,60,True,False,False,False,False,True,True,,,2,60
16286,His Majesty's - Carpark,-31.95201699999999,115.85426200000006,,N/A,1,Perth,24.42,41,6.69,Wednesday,2,False,2025-04-30,16,True,False,False,True,False,False,True,,,2,16
16287,Pier Street - City of Perth Parking,-31.9537826133991,115.862819552422,,N/A,2,Perth,24.69,40,6.69,Wednesday,2,False,2025-04-30,22,True,False,False,False,True,False,True,,,2,22
16288,Goderich St Carpark - City of Perth Parking,-31.957191,115.87013200000001,,N/A,1,Perth,24.67,40,6.69,Wednesday,2,False,2025-04-30,47,True,False,False,True,False,False,True,,,2,47
16299,University of Western Australia,-31.977629271750153,115.81634480917228,,N/A,2,Perth,24.73,39,6.69,Wednesday,2,False,2025-04-30,90,True,False,False,True,False,False,True,,,2,90
16300,Yanchep Central Shopping Centre,-31.549120088759476,115.63858419656778,,N/A,1,Yanchep ,25.16,38,4.9,Wednesday,2,False,2025-04-30,93,True,False,False,False,True,False,True,,,2,93
16322,Bindoon Oval,-31.386192,116.09747300000004,,N/A,1,Bindoon,24.27,35,5.55,Wednesday,2,False,2025-04-30,37,True,False,False,True,False,False,True,,,2,37
16526,Mandurah Caravan Park,-32.546794,115.76944100000003,,N/A,1,Furnissdale,23.9,45,5.15,Wednesday,2,False,2025-04-30,46,True,False,False,True,False,False,True,,,2,46
16652,Melville Holden,-32.0315997664746,115.80961525440216,,N/A,1,Attadale,24.52,38,6.69,Wednesday,2,False,2025-04-30,40,True,False,False,False,True,False,True,,,2,40
16654,Guilderton Caravan Park,-31.350431412517,115.50134423591,,N/A,1,Guilderton,25.23,38,6.11,Wednesday,2,False,2025-04-30,70,True,False,False,False,True,False,True,,,2,70
16655,Belvedere Caravan Park,-32.522026,115.73014,,N/A,1,Mandurah,23.92,45,5.25,Wednesday,2,False,2025-04-30,80,True,False,False,False,True,False,True,,,2,80
16666,City of Swan Depot,-31.869875,116.016412,Secure car park - Only authorised vehicles are allowed access. Still available to the public on request,N/A,1,Middle Swan,24.62,41,5.66,Wednesday,2,False,2025-04-30,86,True,False,False,False,True,False,True,,,2,86
16667,"East Perth Train Station, Park & Ride",-31.943921,115.876775,,N/A,1,Highgate,24.68,40,6.69,Wednesday,2,False,2025-04-30,46,True,False,False,False,True,False,True,,,2,46
16669,Mainroads WA,-31.956628,115.877066,"Behind boom gate, Ask reception for access.",N/A,1,East Perth,24.66,40,6.69,Wednesday,2,False,2025-04-30,100,True,False,False,False,True,False,True,,,2,100
16670,"RAC, West Perth",-31.947956,115.84884,,N/A,3,West Perth,24.42,41,6.69,Wednesday,2,False,2025-04-30,20,True,False,False,False,False,True,True,,,2,20
16671,The West Australian,-31.912390364137213,115.81142842769623,,N/A,1,Osborne Park,25.02,40,5.66,Wednesday,2,False,2025-04-30,89,True,False,False,False,True,False,True,,,2,89
16672,Murdoch University,-32.069294756142725,115.84106574515033,,N/A,1,Murdoch,24.22,38,6.69,Wednesday,2,False,2025-04-30,22,True,False,False,False,True,False,True,,,2,22
16827,Northside Nissan ,-31.793866981825452,115.81485993488059,,N/A,1,Wanneroo,24.89,41,5.16,Wednesday,2,False,2025-04-30,78,True,False,False,False,True,False,True,,,2,78
18826,11 Nicholson Street,-37.804609,144.972702,,N/A,1,Carlton,17.57,58,7.2,Wednesday,2,False,2025-04-30,58,False,True,False,True,False,False,True,,,2,58
24508,Barbagallo Raceway,-31.664336864323225,115.78576639030814,,N/A,3,Joondalup,24.38,37,4.97,Wednesday,2,False,2025-04-30,43,True,False,False,False,False,True,True,,,2,43
29484,235 Argyle Street,-42.87494,147.32169,,N/A,1,Hobart,12.78,72,3.6,Wednesday,2,False,2025-04-30,21,False,True,False,False,False,True,True,,,2,21
31109,650 Church Street Building 5,-37.8318863645605,144.995866953165,Tesla Store & Service Centre.,N/A,1,Melbourne,17.79,60,2.68,Wednesday,2,False,2025-04-30,95,True,False,False,False,False,True,True,,,2,95
40740,Southland Medical Centre,-37.958611,145.057267,"Southland Medical Center is a general practitioner clinic that offers comprehensive range of medical services.
50 Chesterville Road
Cheltenham
VIC 
3192
Australia",N/A,0,Cheltenham,17.84,60,2.24,Wednesday,2,False,2025-04-30,56,True,False,False,True,False,False,True,,,2,56
41209,100 St Kilda Rd,-37.82155,144.968518,,N/A,1,Southbank,17.84,58,7.2,Wednesday,2,False,2025-04-30,16,False,True,False,True,False,False,True,,,2,16
48358,RAC Electric Highway Mandurah ,-32.527664807186866,115.72121359357834,Car park near Hackett St roundabout,N/A,3,Mandurah,23.92,45,5.36,Wednesday,2,False,2025-04-30,10,True,False,False,False,True,False,True,,,2,10
48375,UWA DC FC Veefil,-31.9788128701367,115.819373130798,Near exit of University Club undercover car park,N/A,2,crawley,24.73,39,6.69,Wednesday,2,False,2025-04-30,57,True,False,False,True,False,False,True,,,2,57
52844,Crowne Plaza Terrigal,-33.4484777280442,151.445479384747,"Inside hotel carpark, two spots on the left side just after the first left turn ",N/A,1,Terrigal,19.13,77,9.74,Wednesday,2,False,2025-04-30,23,False,True,False,True,False,False,True,,,2,23
54547,Westfield Sydney - Valet Parking,-33.8694048813709,151.208287100525,Access via Valet Parking,N/A,1,Sydney,17.57,73,12.35,Wednesday,2,False,2025-04-30,50,False,True,False,True,False,False,True,,,2,50
55007,Park Hyatt Sydney,-33.8560032,151.2094239,Available for patrons only. Please see valet.,N/A,1,The Rocks,17.97,73,12.35,Wednesday,2,False,2025-04-30,62,False,True,False,False,False,True,True,,,2,62
59151,Evoenergy Visitor Carpark,-35.42275,149.072389,,N/A,2,Greenway,14.35,66,4.12,Wednesday,2,False,2025-04-30,29,False,True,False,False,False,True,True,,,2,29
60186,City of Casey,-38.016591,145.292402,,N/A,1,City of Casey,17.5,64,2.68,Wednesday,2,False,2025-04-30,25,True,False,False,True,False,False,True,,,2,25
60416,St Kilda Town Hall,-37.8682677,144.9895699,Enter car park 2 hr free parking. You will need a Type 2 cable and BetterPlace swipe card or key fob.,N/A,2,St Kilda,17.94,59,3.13,Wednesday,2,False,2025-04-30,58,True,False,False,False,False,True,True,,,2,58
60564,Mittagong NSW Main Street,-34.4499721,150.451723,Recharger is at the rear of the building at the southern end of the car park,N/A,1,Mittagong ,13.57,79,5.08,Wednesday,2,False,2025-04-30,83,False,False,True,False,True,False,True,,,2,83
62518,Tonsley Boulevard,-35.00825619441188,138.57490811884736,,N/A,4,,17.55,51,6.69,Wednesday,2,False,2025-04-30,26,False,True,False,False,False,True,True,,,2,26
70019,Stockland baldivis ,-32.332038197451894,115.81543780164884,,N/A,2,Baldivis ,23.78,43,2.68,Wednesday,2,False,2025-04-30,24,True,False,False,True,False,False,True,,,2,24
70021,Psaros Depot,-31.9465882,115.8684012,,N/A,1,East Perth ,24.7,40,6.69,Wednesday,2,False,2025-04-30,26,True,False,False,True,False,False,True,,,2,26
70034,Cockburn Gateway Shopping City,-32.1311632744087,115.85675239563,Needs to be activated with Smartcharge app.,N/A,1,Cockburn ,23.88,39,6.69,Wednesday,2,False,2025-04-30,89,True,False,False,False,True,False,True,,,2,89
74343,Success Center ,-32.130421,115.853806,,N/A,1,Cockburn ,23.89,39,6.69,Wednesday,2,False,2025-04-30,29,True,False,False,False,False,True,True,,,2,29
79760,Gundagai Supercharger [Tesla],-35.002106,148.109934,,N/A,1,Gundagai,16.48,51,1.35,Wednesday,2,False,2025-04-30,90,False,False,True,True,False,False,True,,,2,90
79851,Goulburn Supercharger [Tesla],-34.755597,149.720984,,N/A,1,Goulburn,10.5,90,2.68,Wednesday,2,False,2025-04-30,21,False,False,True,False,True,False,True,,,2,21
91621,Bunnings Homebase Subiaco,-31.942718738540442,115.8213074905982,,N/A,1,Perth,24.78,39,6.69,Wednesday,2,False,2025-04-30,25,True,False,False,False,False,True,True,,,2,25
91847,Brisbane-Fortitude Valley,-27.451699,153.040473,,N/A,1,Fortitude Valley,26.78,62,3.13,Wednesday,2,False,2025-04-30,76,False,True,False,False,True,False,True,,,2,76
93384,Adelaide Supercharger,-34.927555,138.595225,Enter from Franklin Street.,N/A,1,Adelaide,17.57,51,7.72,Wednesday,2,False,2025-04-30,75,False,True,False,False,True,False,True,,,2,75
97236,Stockland Riverton Center,-32.0396593286931,115.904397939737,,N/A,1,Perth,24.36,40,6.69,Wednesday,2,False,2025-04-30,39,True,False,False,False,True,False,True,,,2,39
100220,City of Adelaide EV Hub,-34.9275656868653,138.5951846838,"Next to Adelaide Central Bus Station
Enter from Franklin Street and exit to Grote Street as it is a one way street",N/A,2,Adelaide,17.57,51,7.72,Wednesday,2,False,2025-04-30,49,False,True,False,False,True,False,True,,,2,49
100221,Summit Health Centre,-35.0812612,138.8692225,In carpark,N/A,1,Mount Barker,13.99,55,5.51,Wednesday,2,False,2025-04-30,48,False,True,False,True,False,False,True,,,2,48
100222,Town Centre,-35.5538980228341,138.621958494186,The Nextcharge app is needed to start the station.,N/A,1,Victor Harbor ,17.85,52,5.69,Wednesday,2,False,2025-04-30,82,False,True,False,False,False,True,True,,,2,82
100223,Goolwa Visitor Centre,-35.502923987621,138.784103393555,From Cadell St. turn into Cutting Road at war memorial to enter car park on left. The Nextcharge app is needed to activate station,N/A,1,Goolwa,18.14,52,6.11,Wednesday,2,False,2025-04-30,79,False,True,False,False,False,True,True,,,2,79
100224,Normanville Town Centre,-35.44700132829,138.318842053413,Next to public toilets. NextCharge app is needed to activate.,N/A,1,Normanville,17.37,49,5.05,Wednesday,2,False,2025-04-30,41,False,True,False,False,False,True,True,,,2,41
100225,Strathalbyn Visitor Information Centre,-35.2611352649743,138.891831636429,The Nextcharge app is needed to activate the station,N/A,1,Strathalbyn ,14.92,67,5.97,Wednesday,2,False,2025-04-30,16,False,True,False,False,False,True,True,,,2,16
100228,Barker Reserve,-35.5576774380052,138.612383008003,In car park. Bay Road entrance.  Swipe with any RFID card to activate station.,N/A,1,Victor Harbor,18.24,53,5.84,Wednesday,2,False,2025-04-30,97,False,True,False,False,True,False,True,,,2,97
100229,Adelaide Hills Business Centre,-34.9494963805521,138.87688100338,In car park ,N/A,1,Woodside,15.16,55,4.88,Wednesday,2,False,2025-04-30,94,False,True,False,False,True,False,True,,,2,94
100230,Gawler Visitor Information Centre,-34.5964807070339,138.749830126762,,N/A,1,Gawler,17.75,52,4.02,Wednesday,2,False,2025-04-30,17,True,False,False,False,False,True,True,,,2,17
100231,Office Building car park,-34.9782827782779,138.573560714722,A Chargepoint or ChargeNow card is needed to activate station.,N/A,1,Edwardstown,17.8,50,6.69,Wednesday,2,False,2025-04-30,86,False,True,False,True,False,False,True,,,2,86
100235,Burnside Shopping Centre,-34.9423509694796,138.641946315765,"Station in underground car park, available only during shopping hours.",N/A,2,Burnside,17.63,50,6.69,Wednesday,2,False,2025-04-30,39,False,True,False,False,False,True,True,,,2,39
100239,Gawler Council Administration Centre,-34.597536084816,138.750350475311,In car park. Chargepoint card is needed to activate,N/A,1,Gawler East,17.75,52,4.02,Wednesday,2,False,2025-04-30,66,True,False,False,True,False,False,True,,,2,66
100240,Fleurieu Automotive,-35.5579131000237,138.600490093231,,N/A,1,Victor Harbour,17.68,53,5.83,Wednesday,2,False,2025-04-30,93,False,True,False,False,True,False,True,,,2,93
100271,UPark on Grote Street,-34.9282342045162,138.596016168594,In car park above bus terminal. Turn right at top of ramp and go round to bays.,N/A,1,Adelaide,17.57,51,7.72,Wednesday,2,False,2025-04-30,42,False,True,False,True,False,False,True,,,2,42
100310,Summit Community Centre,-34.9237435964961,138.72494995594,In car park. A community vehicle charges here regularly. Use the Nextcharge app to activate the station.,N/A,1,Norton Summit,15.31,50,6.69,Wednesday,2,False,2025-04-30,96,False,True,False,False,True,False,True,,,2,96
100337,Unley Nissan,-34.9561487480727,138.60754430294,Station round corner in Esmond St. Improved access after business hours.,N/A,1,Hyde Park,17.77,50,6.69,Wednesday,2,False,2025-04-30,92,False,True,False,True,False,False,True,,,2,92
100338,Organic Market and Cafe,-35.0055123951571,138.716045022011,Access to station is tight for large cars.,N/A,2,Stirling East,14.19,53,6.69,Wednesday,2,False,2025-04-30,66,False,True,False,True,False,False,True,,,2,66
100339,Tea Tree Plaza Transport Interchange Car Park,-34.8311586377413,138.695129156113,Follow busway off Smart Road past TAFE college to car park entrance. ,N/A,1,Modbury,17.83,49,6.69,Wednesday,2,False,2025-04-30,64,False,True,False,True,False,False,True,,,2,64
100340,Adelaide Airport Terminal Car Park,-34.9377511939248,138.536149263382,Stations are on Level 2 next to disability parking.,N/A,2,Adelaide Airport,18.07,49,6.69,Wednesday,2,False,2025-04-30,35,False,True,False,False,False,True,True,,,2,35
100404,Broadway Supercharger,-33.882995,151.194332,,N/A,1,Broadway,17.92,73,12.35,Wednesday,2,False,2025-04-30,31,False,True,False,False,True,False,True,,,2,31
106815,Charles Darwin University - Car Park Orange C,-12.374576,130.869764,,N/A,3,Darwin,30.08,45,7.2,Wednesday,2,False,2025-04-30,56,True,False,False,True,False,False,True,,,2,56
107775,Adelaide Central Market,-34.9298933132088,138.597212856214,Level 1 - Enter the UPark car park from Grote Street - Turn left at the boom gates and follow aisle left and then straight ahead 100m to east. Look for the overhead indicator lights.,N/A,1,Adelaide,17.57,51,7.72,Wednesday,2,False,2025-04-30,61,False,True,False,True,False,False,True,,,2,61
107776,"Rundle UPark, Adelaide",-34.9229265290754,138.605967586439,Level 3 - Enter from Rundle Street,N/A,1,Adelaide,18.11,48,6.69,Wednesday,2,False,2025-04-30,72,False,True,False,False,True,False,True,,,2,72
107777,"Hindmarsh Square, Adelaide",-34.9244219745177,138.604937618177,Western side on corner of Hindmarsh Square and Grenfell Street,N/A,1,Adelaide,18.06,48,6.69,Wednesday,2,False,2025-04-30,94,False,True,False,False,False,True,True,,,2,94
107778,"Wyatt UPark, Adelaide",-34.9250025518746,138.604250972669,Go up to Level 5 and then go down eastern ramp and they are located on this mezzanine floor,N/A,1,Adelaide,17.57,51,7.72,Wednesday,2,False,2025-04-30,27,False,True,False,True,False,False,True,,,2,27
107779,"Light Square, Adelaide",-34.9255343,138.5946563,,N/A,1,Adelaide,18.05,48,6.69,Wednesday,2,False,2025-04-30,64,False,True,False,False,False,True,True,,,2,64
107780,"Topham UPark, Adelaide",-34.9255831251237,138.597405975263,Access via Waymouth Street entry to UPark car park. Located on level 3 southern (Waymouth Street) side of car park ahead of up ramp,N/A,1,Adelaide,17.57,51,7.72,Wednesday,2,False,2025-04-30,25,False,True,False,True,False,False,True,,,2,25
107781,"Jerningham Street, North Adelaide",-34.9074752234107,138.605518610603,Chargefox 1300 518 038,N/A,1,North Adelaide,18.27,48,6.69,Wednesday,2,False,2025-04-30,52,False,True,False,True,False,False,True,,,2,52
113821,Gold Coast Supercharger,-28.035361,153.427306,,N/A,1,Gold Coast,25.62,66,4.63,Wednesday,2,False,2025-04-30,50,False,True,False,False,False,True,True,,,2,50
113903,Canberra Supercharger,-35.294304,149.190322,,N/A,1,Majura Park,14.92,64,4.12,Wednesday,2,False,2025-04-30,43,False,True,False,True,False,False,True,,,2,43
114101,Maroochydore Supercharger,-26.654159,153.087171,,N/A,1,Maroochydore,25.03,67,2.04,Wednesday,2,False,2025-04-30,68,False,True,False,False,True,False,True,,,2,68
114487,Murray Bridge Visitor Information Centre,-35.1203280440309,139.276326843254,In car park.  Available 24/7. ,N/A,1,Murray Bridge,18.45,45,5.64,Wednesday,2,False,2025-04-30,100,True,False,False,False,True,False,True,,,2,100
116846,Albany Highway,-32.01768180025333,115.93733402246494,,N/A,0,Perth,24.39,40,6.69,Wednesday,2,False,2025-04-30,43,True,False,False,True,False,False,True,,,2,43
116989,North Shore Hamilton Station [QLD Electric Superhighway],-27.4443374840838,153.083977603349,,N/A,5,Hamilton,26.26,62,3.09,Wednesday,2,False,2025-04-30,93,False,True,False,True,False,False,True,,,2,93
125734,Hobart Central Car Park,-42.8812069603813,147.324060134641,Available during car park opening hours on weekdays only (7:45am – 6.30 pm),N/A,1,Hobart,12.88,72,3.6,Wednesday,2,False,2025-04-30,22,False,True,False,False,False,True,True,,,2,22
125885,Macquarie Point Car Park,-42.880712589104,147.337127709596,Access road to car park is on the east side of the Hobart Brewing Company building,N/A,1,Hobart,13.04,72,3.6,Wednesday,2,False,2025-04-30,39,False,True,False,False,False,True,True,,,2,39
126610,Mount Field Visitor Centre,-42.681838541884,146.716543290624,"Key required from Visitor Centre desk.  Cables (Type 1 and Type 2) available to borrow (or you can use your own) but the key is required to access the cabinet in any case.
Visitor Centre is typically open during business hours, 7 days a week.
The space in front of the charger is not reserved for EVs, but is marked ""15 minute parking only, unless charging""",N/A,1,National Park,12.6,49,0.79,Wednesday,2,False,2025-04-30,85,False,True,False,False,True,False,True,,,2,85
126711,Greensborough Plaza,-37.7021622916574,145.102334661124,,N/A,2,Greensborough,17.35,56,2.24,Wednesday,2,False,2025-04-30,68,True,False,False,False,False,True,True,,,2,68
128195,PCYC Car Park,-33.75028109544636,151.28666346345153,"This is the Northern Beaches Council Car Park, with PCYC above. EO chargers are Level 1 of car park just near entrance, Tesla and old chargepoint charger down on level 2.",N/A,3,Dee Why,17.63,76,2.68,Wednesday,2,False,2025-04-30,69,False,True,False,False,False,True,True,,,2,69
128371,Central Coast Supercharger [Tesla],-33.309014,151.421114,,N/A,1,Tuggerah,18.83,79,3.58,Wednesday,2,False,2025-04-30,76,False,False,True,False,False,True,True,,,2,76
130686,Tastebuds Tesla Charger,-33.6893362215631,151.224097191251,To the right of the Tastebuds cafe on the side closest to Mona Vale Road.,N/A,1,Sydney,16.63,74,2.68,Wednesday,2,False,2025-04-30,39,False,True,False,False,False,True,True,,,2,39
131201,Forest Hill Chase Shopping Centre,-37.835025723717706,145.1632775004582,NW corner of Coles. Enter via Pacific Way (west of shopping centre) and turn left into GREEN ground level covered carpark. Make another left turn inside the carpark and you’re there.   Need own cable and Chargefox RFID card!,N/A,1,Forest Hill,17.23,55,4.29,Wednesday,2,False,2025-04-30,79,True,False,False,False,True,False,True,,,2,79
131563,Jax EV @ Warrawong Plaza,-34.4868830425302,150.890772967401,Western wall of JAX Tyres on the rooftop car park ,N/A,1,Warrawong,15.71,76,9.66,Wednesday,2,False,2025-04-30,23,False,False,True,False,True,False,True,,,2,23
131564,Figtree Grove Shopping Centre ,-34.43743163189117,150.86340370780567,Enter via the Eastern traffic lights off The Avenue,N/A,1,Figtree ,15.68,76,8.32,Wednesday,2,False,2025-04-30,26,False,False,True,False,False,True,True,,,2,26
131610,Innovation Campus - University of Wollongong,-34.40010718082921,150.8996891900606,Turn East off Innovation Way on the North side of the Sustainable Buildings Research Centre - Building 237,N/A,3,North Wollongong,15.74,70,9.1,Wednesday,2,False,2025-04-30,60,False,False,True,False,False,True,True,,,2,60
131841,Wollongong Central - P1 Basement Car Park,-34.4233979669063,150.892280394333,Turn left after the boom gate.,N/A,2,Wollongong ,15.61,69,9.35,Wednesday,2,False,2025-04-30,43,False,False,True,False,False,True,True,,,2,43
131881,Stockland Shellharbour Shopping Centre ( Shellharbour Square) - West,-34.563672909556324,150.83831953671825,Roof top car park ,N/A,2,Shellharbour City Centre,15.59,76,4.02,Wednesday,2,False,2025-04-30,21,False,False,True,False,False,True,True,,,2,21
131895,Stockland,-34.5636660185915,150.838163461777,,N/A,1,Shellharbour City Centre,15.59,76,4.02,Wednesday,2,False,2025-04-30,37,False,False,True,False,False,True,True,,,2,37
132346,Huonville Council Car Park,-43.0295087004578,147.048364455859,,N/A,1,Huonville,12.99,58,1.49,Wednesday,2,False,2025-04-30,36,False,True,False,False,True,False,True,,,2,36
132348,Mood Food Kempton,-42.5132541040641,147.189112740537,24/7,N/A,2,Kempton,12.44,50,1.27,Wednesday,2,False,2025-04-30,36,True,False,False,True,False,False,True,,,2,36
132448,Alkimos Shopping Center ,-31.620443448912305,115.68685197927107,,N/A,1,City of Wanneroo,26.59,39,4.75,Wednesday,2,False,2025-04-30,50,True,False,False,True,False,False,True,,,2,50
132642,McDonald's,-31.9008869,116.163497,"EvLink station, requires BYO type 2 cable.",N/A,1,Perth,22.62,42,5.66,Wednesday,2,False,2025-04-30,76,True,False,False,False,False,True,True,,,2,76
133760,Woolworths Prestons,-33.9521597232138,150.855589807906,,N/A,1,Sydney,17.53,68,5.36,Wednesday,2,False,2025-04-30,85,False,False,True,False,True,False,True,,,2,85
134363,McCarthy Prestige,-31.979331,115.78509,,N/A,1,Perth,24.73,39,6.69,Wednesday,2,False,2025-04-30,13,True,False,False,True,False,False,True,,,2,13
135438,Stokes and Renk,-31.9471073397873,115.82908593542061,,N/A,1,Perth,24.72,39,6.69,Wednesday,2,False,2025-04-30,14,True,False,False,True,False,False,True,,,2,14
148039,Floreat Beach,-31.929295412938984,115.75608933968465,Next to surf lifesaving building,N/A,2,Perth,25.05,40,5.66,Wednesday,2,False,2025-04-30,23,True,False,False,False,True,False,True,,,2,23
148040,Leederville Memorial Gardens,-31.94026371815405,115.83768103158661,,N/A,1,Perth,24.83,39,6.69,Wednesday,2,False,2025-04-30,82,True,False,False,False,False,True,True,,,2,82
148048,Toodyay Shire,-31.55077625511821,116.46758905677257,,N/A,2,Toodyay,24.14,37,5.6,Wednesday,2,False,2025-04-30,32,True,False,False,False,True,False,True,,,2,32
148050,Primewest Gwelup,-31.87637320132322,115.79758574847699,,N/A,2,Gwelup,25.06,40,5.66,Wednesday,2,False,2025-04-30,48,True,False,False,False,True,False,True,,,2,48
148057,Wild West Hyundai,-31.795188,115.815028,,N/A,1,Joondalup,24.89,41,5.16,Wednesday,2,False,2025-04-30,92,True,False,False,False,True,False,True,,,2,92
148058,EV Works,-31.804428385948206,115.837026652119,,N/A,2,Joondalup,24.9,41,5.66,Wednesday,2,False,2025-04-30,86,True,False,False,False,True,False,True,,,2,86
148059,Wanneroo Civic Centre,-31.748960847062506,115.80648266974981,,N/A,1,Wanneroo,24.72,42,5.14,Wednesday,2,False,2025-04-30,33,True,False,False,False,True,False,True,,,2,33
148115,Horizon Power Bentley Head Office,-31.995196035136118,115.89250825694853,,N/A,1,Bentley,24.54,39,6.69,Wednesday,2,False,2025-04-30,95,True,False,False,False,False,True,True,,,2,95
148139,Gundagai [Chargefox],-35.002333201992585,148.11040894247571,,N/A,3,Cootamundra-Gundagai Regional Council,16.48,51,1.35,Wednesday,2,False,2025-04-30,62,False,False,True,False,False,True,True,,,2,62
148518,Cockburn City,-32.10025888377409,115.78420217798998,,N/A,4,Spearwood,24.06,39,6.69,Wednesday,2,False,2025-04-30,95,True,False,False,True,False,False,True,,,2,95
149179,McDonald's Drive-Thru Armadale,-32.15002076557034,116.01893455966706,In the McDonald's car park.,N/A,1,Armadale,23.4,42,6.69,Wednesday,2,False,2025-04-30,52,True,False,False,True,False,False,True,,,2,52
150024,Supa Centa Moore Park,-33.902079196334896,151.215231409333,"Lower parking, at the south lift, between the inclinator bays.",N/A,1,Kensington,17.75,73,12.35,Wednesday,2,False,2025-04-30,52,False,True,False,False,False,True,True,,,2,52
150032,Macquarie Supercharger,-33.777782,151.12275,"You *must* be Westbound on Talavera Road and take the 2nd parking entrance, halfway between the 2 traffic lights and below the logo tower with the shop signs. It's hidden until you're right on it. Follow the signs and black painted lane to Valet Parking. 150 kW, *not* 120 kW.",N/A,1,,17.79,72,12.35,Wednesday,2,False,2025-04-30,72,False,True,False,False,True,False,True,,,2,72
150039,Moonee Ponds,-37.765834,144.923586,,N/A,1,,17.48,58,7.72,Wednesday,2,False,2025-04-30,26,False,True,False,True,False,False,True,,,2,26
155242,Caltex North Dandalup Roadhouse,-32.522297898787784,115.9702834262232,,N/A,1,North Dandalup,23.6,36,4.73,Wednesday,2,False,2025-04-30,21,True,False,False,False,True,False,True,,,2,21
155278,Scarborough Beach,-31.89710003597446,115.75659494675551,,N/A,1,Perth,25.03,41,5.3,Wednesday,2,False,2025-04-30,65,True,False,False,False,True,False,True,,,2,65
155292,Camberwell Supercharger,-37.828482,145.056346,,N/A,1,Camberwell,17.53,59,3.13,Wednesday,2,False,2025-04-30,77,True,False,False,False,False,True,True,,,2,77
155496,Evermore Apartments ,-32.05759769024401,115.77214028673814,,N/A,1,Fremantle,24.32,38,6.69,Wednesday,2,False,2025-04-30,45,True,False,False,True,False,False,True,,,2,45
155497,Claremont Oval,-31.977032818415754,115.78304237287674,,N/A,1,,24.76,39,6.69,Wednesday,2,False,2025-04-30,11,True,False,False,True,False,False,True,,,2,11
155529,Reid Promenade Car Park,-31.7424275967972,115.77324685429267,,N/A,1,,24.79,42,5.09,Wednesday,2,False,2025-04-30,23,True,False,False,True,False,False,True,,,2,23
155530,Lakeside Joondalup - Myer Carpark,-31.74549358265488,115.76561953721364,,N/A,1,,24.98,42,5.09,Wednesday,2,False,2025-04-30,47,True,False,False,True,False,False,True,,,2,47
155545,Magic Renault ,-32.04627041090647,115.80933760680762,,N/A,1,,24.27,38,6.69,Wednesday,2,False,2025-04-30,61,True,False,False,True,False,False,True,,,2,61
